mode,cohort,window,predictor,n,r,p,partial_r_lag,partial_p_lag,n_partial,abs_r,abs_partial_r
raw,all_olive,summer,days_vpd_gt2,354,-0.30629256495158447,3.9924906217571335e-09,-0.2232900088175159,5.894803965602816e-05,318,0.30629256495158447,0.2232900088175159
demeaned,all_olive,summer,sum_precip,354,-0.1709791806526125,0.0012405534859871155,-0.22293687521303815,6.059928980171968e-05,318,0.1709791806526125,0.22293687521303815
demeaned,min500ha,fruit_dev,days_tmax_gt35,180,-0.16730351930499726,0.024779651243368218,-0.22226991145507544,0.004472240779893063,162,0.16730351930499726,0.22226991145507544
demeaned_nodana,arbequina,summer,sum_et0,80,-0.26508962345149173,0.017482471632740807,-0.22208352445645727,0.06463473580224363,70,0.26508962345149173,0.22208352445645727
demeaned,all_olive,set_to_dev,days_tmax_gt35,354,-0.20081232407888044,0.00014254201790341319,-0.22195236824612946,6.543599213521239e-05,318,0.20081232407888044,0.22195236824612946
demeaned,all_olive,calendar_year,days_tmax_gt35,354,-0.20081232407888044,0.00014254201790341319,-0.22195236824612946,6.543599213521239e-05,318,0.20081232407888044,0.22195236824612946
demeaned,all_olive,agro_year,days_tmax_gt35,354,-0.20081232407888044,0.00014254201790341319,-0.22195236824612946,6.543599213521239e-05,318,0.20081232407888044,0.22195236824612946
raw,min500ha,bloom,sum_precip,180,-0.17584950851329165,0.018212823792426527,-0.22191411953595905,0.0045381671221782814,162,0.17584950851329165,0.22191411953595905
raw,arbequina,prev_fruit_dev,sum_cwb,90,0.278221864141812,0.007926326857662374,0.22132110891104667,0.036050332429083995,90,0.278221864141812,0.22132110891104667
demeaned_nodana,min500ha,fruit_set,sum_precip,144,-0.14067738778648456,0.09260956844441504,-0.2210509363668138,0.012867598460106692,126,0.14067738778648456,0.2210509363668138
demeaned,min500ha,spring,days_vpd_gt2,180,-0.06667846297328078,0.3738185778540264,-0.22102147081562248,0.00470742488721068,162,0.06667846297328078,0.22102147081562248
demeaned_nodana,min500ha,bloom_to_set,sum_precip,144,-0.2728559515739839,0.0009371369076757529,-0.22004533886947802,0.013293401200819475,126,0.2728559515739839,0.22004533886947802
demeaned_nodana,min500ha,summer,sum_cwb,144,-0.09120423681830483,0.2769573196062657,-0.22002919113747155,0.013300337866716899,126,0.09120423681830483,0.22002919113747155
raw,min500ha,summer,sum_et0,180,-0.2871154388474889,9.313167951357742e-05,-0.21933341571459172,0.005043047814889187,162,0.2871154388474889,0.21933341571459172
demeaned_nodana,min500ha,fruit_dev,days_vpd_gt2,144,-0.2310424116647905,0.005333900759088919,-0.21895531317208874,0.013768801544662321,126,0.2310424116647905,0.21895531317208874
demeaned_nodana,all_olive,winter_recharge,sum_et0,284,-0.14154554221188206,0.016992170764594274,-0.21893294059200896,0.0005155121140267693,248,0.14154554221188206,0.21893294059200896
raw,arbequina,prev_summer,days_tmax_gt35,90,-0.2963503863676298,0.004566359369623911,-0.21788791654205822,0.03910990471572981,90,0.2963503863676298,0.21788791654205822
demeaned_nodana,all_olive,summer,days_vpd_gt2,284,-0.2124940746848727,0.0003103624483574948,-0.21746182711160694,0.0005633891393786679,248,0.2124940746848727,0.21746182711160694
demeaned_nodana,min500ha,maturation,sum_cwb,144,0.14976145949515654,0.07319822246191651,0.21731467999107987,0.014512294508540495,126,0.14976145949515654,0.21731467999107987
demeaned_nodana,all_olive,bloom_to_set,mean_vpd,284,-0.14170111844477826,0.01687006753996189,-0.21694426498850125,0.0005811893687855576,248,0.14170111844477826,0.21694426498850125
demeaned,all_olive,agro_year,ratio_p_et0,354,0.1594110846531039,0.0026301533210001085,0.2163692424510659,0.00010049526428806144,318,0.1594110846531039,0.2163692424510659
demeaned,all_olive,summer,days_tmax_gt35,354,-0.19606185362906428,0.0002056900944502006,-0.216336111439673,0.0001007481716305892,318,0.19606185362906428,0.216336111439673
demeaned,arbequina,winter_recharge,sum_cwb,100,0.09036868200782784,0.3712381271037064,0.21615949303179954,0.04073045376051452,90,0.09036868200782784,0.21615949303179954
raw,arbequina,bloom,mean_vpd,100,-0.28622731746226654,0.00389001004966826,-0.2158653882752264,0.041011695165553176,90,0.28622731746226654,0.2158653882752264
demeaned,all_olive,bloom,sum_et0,354,-0.09252389464303443,0.08214029095102597,-0.21561599874286932,0.00010639516740791116,318,0.09252389464303443,0.21561599874286932
raw,arbequina,winter_recharge,mean_tmax,100,0.15727339420521394,0.11812250522652357,0.21554719850897794,0.04131778741998955,90,0.15727339420521394,0.21554719850897794
demeaned_nodana,all_olive,pre_bloom,sum_cwb,284,0.1449993588124135,0.01445574286357444,0.21525934058271978,0.0006428063404425361,248,0.1449993588124135,0.21525934058271978
raw,arbequina,prev_fruit_dev,days_tmax_gt35,90,-0.29353073608645947,0.0049867829710008435,-0.21489942738438972,0.04194680866085226,90,0.29353073608645947,0.21489942738438972
demeaned_nodana,all_olive,summer,sum_et0,284,-0.20988156619528472,0.0003692583522392204,-0.21403782771090954,0.0006911933738121372,248,0.20988156619528472,0.21403782771090954
raw,arbequina,set_to_dev,ratio_p_et0,100,-0.0028942388905779802,0.9772007061692425,-0.21384995721578107,0.04298279646831126,90,0.0028942388905779802,0.21384995721578107
demeaned_nodana,arbequina,calendar_year,sum_precip,80,-0.19814859323676576,0.07808336795658123,-0.21379402996056865,0.07554661730870481,70,0.19814859323676576,0.21379402996056865
demeaned_nodana,all_olive,winter_recharge,ratio_p_et0,284,0.14150325542137326,0.017025492382193398,0.21318086040696102,0.0007271245691922184,248,0.14150325542137326,0.21318086040696102
demeaned,all_olive,bloom_to_set,sum_et0,354,-0.11850698036809014,0.02576922722870246,-0.21271129100487984,0.000132331710346124,318,0.11850698036809014,0.21271129100487984
raw,all_olive,winter_recharge,mean_tmax,354,0.24327540126205474,3.6431832584131803e-06,0.21252318823193128,0.00013420089236164845,318,0.24327540126205474,0.21252318823193128
demeaned,min500ha,bloom_to_set,days_vpd_gt2,180,-0.09416455959864606,0.20862893599404175,-0.21010341009825936,0.0072857522764948335,162,0.09416455959864606,0.21010341009825936
demeaned_nodana,min500ha,calendar_year,sum_et0,144,-0.1053319179739301,0.2089473274641233,-0.2091529240931878,0.018753475414551878,126,0.1053319179739301,0.2091529240931878
raw,all_olive,fruit_set,sum_et0,354,-0.15986948251559058,0.0025553109614428167,-0.20803117559415216,0.00018691625342819843,318,0.15986948251559058,0.20803117559415216
demeaned,all_olive,prev_fruit_dev,sum_precip,320,0.20455689212876593,0.00022966182764546343,0.20736525128921326,0.00019621022973396557,318,0.20455689212876593,0.20736525128921326
demeaned,all_olive,prev_fruit_dev,sum_cwb,320,0.20067595466442137,0.00030317807555675603,0.20726993037468147,0.00019757539906212088,318,0.20067595466442137,0.20726993037468147
demeaned,arbequina,maturation,sum_cwb,100,-0.20433155155229676,0.04143066871934399,-0.2072393626555568,0.05000793131464098,90,0.20433155155229676,0.2072393626555568
demeaned_nodana,min500ha,pre_bloom,sum_precip,144,0.0575043347825476,0.4935933843641594,0.2072288321660611,0.019896770354362738,126,0.0575043347825476,0.2072288321660611
demeaned_nodana,all_olive,pre_bloom,mean_vpd,284,-0.13895202211472926,0.019144291762678428,-0.20661994144033402,0.0010648664432619933,248,0.13895202211472926,0.20661994144033402
demeaned,min500ha,bloom_to_set,sum_et0,180,-0.02653731470410734,0.7236256891011026,-0.20655963177499903,0.00835885996102464,162,0.02653731470410734,0.20655963177499903
demeaned_nodana,min500ha,pre_bloom,ratio_p_et0,144,0.05876215819733182,0.4841739443330309,0.20524189290394124,0.021139999928321877,126,0.05876215819733182,0.20524189290394124
demeaned_nodana,arbequina,calendar_year,sum_et0,80,-0.13222625566681223,0.24232460603985717,-0.20506279094423377,0.08858018274340015,70,0.13222625566681223,0.20506279094423377
demeaned,all_olive,calendar_year,sum_et0,354,-0.15535901326062188,0.003383761048252299,-0.2049371502991562,0.0002338862310203349,318,0.15535901326062188,0.2049371502991562
demeaned,arbequina,prev_fruit_dev,days_vpd_gt2,90,0.21773092682975578,0.03925483898693994,0.2042483154972468,0.05348395729330509,90,0.21773092682975578,0.2042483154972468
raw,all_olive,fruit_dev,days_vpd_gt2,354,-0.3037744428766755,5.421327520561451e-09,-0.204206874662421,0.0002464768661594988,318,0.3037744428766755,0.204206874662421
demeaned_nodana,min500ha,prev_fruit_dev,mean_vpd,126,0.23122967940343028,0.009185191605479674,0.20407316746742188,0.021902053231384402,126,0.23122967940343028,0.20407316746742188
raw,all_olive,summer,days_tmax_gt35,354,-0.26852133959622504,2.915524260119046e-07,-0.20401337154388977,0.000249917538817673,318,0.26852133959622504,0.20401337154388977
raw,min500ha,pre_bloom,sum_et0,180,0.26042968740918093,0.00041428145978115386,0.20393693737452095,0.00924096674503878,162,0.26042968740918093,0.20393693737452095
demeaned_nodana,all_olive,prev_summer,mean_tmax,250,-0.16601408699273207,0.00853764053528819,-0.20391294788170886,0.0012422618351739995,248,0.16601408699273207,0.20391294788170886
demeaned,min500ha,spring,sum_precip,180,-0.29109764344504974,7.355694999787629e-05,-0.2038029076084345,0.009288178170756384,162,0.29109764344504974,0.2038029076084345
demeaned,arbequina,bloom_to_set,ratio_p_et0,100,-0.29312011367277757,0.0030799129035032594,-0.20357176338811644,0.05429709991593433,90,0.29312011367277757,0.20357176338811644
demeaned_nodana,all_olive,winter_recharge,sum_cwb,284,0.14051092610918375,0.017823979931948605,0.2035095954697501,0.0012709030396062305,248,0.14051092610918375,0.2035095954697501
demeaned_nodana,min500ha,set_to_dev,ratio_p_et0,144,-0.002470295499257799,0.9765573497031185,-0.2033756216632394,0.022368037872686247,126,0.002470295499257799,0.2033756216632394
demeaned_nodana,all_olive,spring,days_vpd_gt2,284,-0.11421088743103947,0.05454002005588534,-0.2033222358945585,0.0012844120501876854,248,0.11421088743103947,0.2033222358945585
raw,arbequina,pre_bloom,sum_et0,100,0.33163431305171664,0.0007501392844685191,0.2031433379875065,0.0548172435449896,90,0.33163431305171664,0.2031433379875065
raw,all_olive,set_to_dev,days_tmax_gt35,354,-0.26823018929654274,3.0062725539582083e-07,-0.20294789057045037,0.00026967971186938467,318,0.26823018929654274,0.20294789057045037
raw,all_olive,calendar_year,days_tmax_gt35,354,-0.26823018929654274,3.0062725539582083e-07,-0.20294789057045037,0.00026967971186938467,318,0.26823018929654274,0.20294789057045037
raw,all_olive,agro_year,days_tmax_gt35,354,-0.26823018929654274,3.0062725539582083e-07,-0.20294789057045037,0.00026967971186938467,318,0.26823018929654274,0.20294789057045037
demeaned_nodana,all_olive,maturation,sum_cwb,284,0.16600720612129438,0.005035534228948674,0.20267061787602472,0.0013324273492465995,248,0.16600720612129438,0.20267061787602472
demeaned_nodana,min500ha,bloom_to_set,mean_tmax,144,-0.04760411178891022,0.5709913886907193,-0.20244745681186527,0.02300126814431675,126,0.04760411178891022,0.20244745681186527
raw,min500ha,set_to_dev,mean_tmax,180,-0.27602573654812135,0.0001764092204605303,-0.20221846869853885,0.009862660068201523,162,0.27602573654812135,0.20221846869853885
demeaned_nodana,min500ha,fruit_dev,sum_et0,144,-0.2159649662719048,0.009329238966036794,-0.20142545764418393,0.02371624751860761,126,0.2159649662719048,0.20142545764418393
raw,all_olive,calendar_year,mean_vpd,354,-0.2845052220015645,5.1234118866036745e-08,-0.2006812150603687,0.0003166670033216565,318,0.2845052220015645,0.2006812150603687
demeaned,min500ha,calendar_year,ratio_p_et0,180,-0.25225040450681524,0.000635180544381112,-0.2003662107868738,0.010573821326852839,162,0.25225040450681524,0.2003662107868738
raw,all_olive,prev_summer,days_vpd_gt2,320,-0.28132376430043354,3.1128878175113866e-07,-0.19999784978880872,0.00033226449583338046,318,0.28132376430043354,0.19999784978880872
demeaned,all_olive,set_to_dev,mean_vpd,354,-0.20300585357605475,0.00011999019547053748,-0.19992244822191738,0.000334028649558659,318,0.20300585357605475,0.19992244822191738
demeaned,arbequina,fruit_dev,mean_tmax,100,-0.292661002052566,0.0031287432553233027,-0.1998013812825305,0.05901633596092774,90,0.292661002052566,0.1998013812825305
raw,all_olive,pre_bloom,mean_tmax,354,0.26222227496955397,5.61334914737426e-07,0.19940470724860238,0.0003463797082242663,318,0.26222227496955397,0.19940470724860238
raw,min500ha,prev_summer,days_tmax_gt35,162,-0.2510465927919988,0.0012715586326960734,-0.19926799860578373,0.011016479143725805,162,0.2510465927919988,0.19926799860578373
demeaned,min500ha,pre_bloom,mean_vpd,180,-0.07582270582965502,0.3117109718741335,-0.19892429224526814,0.011158328648197161,162,0.07582270582965502,0.19892429224526814
demeaned,arbequina,winter_recharge,ratio_p_et0,100,0.010381589286872658,0.918349162043533,0.19740982560631917,0.06217950823999594,90,0.010381589286872658,0.19740982560631917
demeaned,min500ha,fruit_set,mean_tmax,180,-0.17770532664707864,0.017005708827792083,-0.19725674509942437,0.011869587089843347,162,0.17770532664707864,0.19725674509942437
raw,all_olive,fruit_dev,days_tmax_gt35,354,-0.266789778847103,3.496668459808869e-07,-0.197238523319366,0.0004028099736924582,318,0.266789778847103,0.197238523319366
demeaned,all_olive,bloom,mean_vpd,354,-0.08740511973740332,0.10062219582793823,-0.19637607052915304,0.0004275688830285371,318,0.08740511973740332,0.19637607052915304
demeaned_nodana,min500ha,maturation,ratio_p_et0,144,0.14419837665193097,0.08464950206972224,0.19580676562981653,0.02799640016239066,126,0.14419837665193097,0.19580676562981653
demeaned_nodana,all_olive,bloom_to_set,days_vpd_gt2,284,-0.13638065255859083,0.021508185750253216,-0.19541513795562532,0.0019900373511356237,248,0.13638065255859083,0.19541513795562532
raw,arbequina,bloom_to_set,sum_cwb,100,-0.10795440450132604,0.2850248239860764,-0.19514393545481662,0.06530233207873701,90,0.10795440450132604,0.19514393545481662
demeaned,min500ha,calendar_year,sum_cwb,180,-0.2467656475470176,0.0008394783072503423,-0.19358403985087316,0.013578030400967434,162,0.2467656475470176,0.19358403985087316
raw,arbequina,prev_fruit_dev,ratio_p_et0,90,0.23033989892553777,0.028954179765980054,0.19357311781786116,0.06754091576858696,90,0.23033989892553777,0.19357311781786116
raw,min500ha,prev_fruit_dev,days_tmax_gt35,162,-0.24457629395286326,0.0017090787534064708,-0.19327735115098987,0.013729977805133797,162,0.24457629395286326,0.19327735115098987
demeaned_nodana,arbequina,fruit_set,days_vpd_gt2,80,-0.12491646394675301,0.26957865907753625,-0.19275174545441345,0.10989382581621157,70,0.12491646394675301,0.19275174545441345
demeaned,arbequina,prev_fruit_dev,ratio_p_et0,90,0.18713314819696583,0.07737533394620437,0.19211667077545883,0.06967156481433098,90,0.18713314819696583,0.19211667077545883
demeaned_nodana,arbequina,bloom,days_vpd_gt2,80,0.05631084691910174,0.6198050765460051,-0.19200752297490625,0.1112992954857991,70,0.05631084691910174,0.19200752297490625
demeaned_nodana,all_olive,prev_summer,days_vpd_gt2,250,-0.1654248787325188,0.008778333590157643,-0.19198763516936923,0.0023938454294997005,248,0.1654248787325188,0.19198763516936923
demeaned,min500ha,bloom_to_set,mean_tmax,180,-0.024429288321866558,0.7447886709145424,-0.191711932550591,0.01452895510101607,162,0.024429288321866558,0.191711932550591
raw,min500ha,fruit_set,days_tmax_gt35,180,-0.19953204090297894,0.007244052161895551,-0.19147190962957208,0.014654984668864418,162,0.19953204090297894,0.19147190962957208
raw,min500ha,bloom_to_set,days_tmax_gt35,180,-0.19953204090297894,0.007244052161895551,-0.19147190962957208,0.014654984668864418,162,0.19953204090297894,0.19147190962957208
demeaned,all_olive,bloom,mean_tmax,354,-0.0819018163824736,0.12402211878348803,-0.1908165538954926,0.0006243004668241016,318,0.0819018163824736,0.1908165538954926
raw,all_olive,prev_fruit_dev,mean_vpd,320,-0.2773931125628335,4.6061918842210523e-07,-0.18995970092080022,0.0006611956116400789,318,0.2773931125628335,0.18995970092080022
demeaned,arbequina,bloom_to_set,days_vpd_gt2,100,-0.004901392805085122,0.9613990649947437,-0.18912152927361042,0.07422360027745561,90,0.004901392805085122,0.18912152927361042
raw,all_olive,prev_fruit_dev,sum_precip,320,0.1770172252853286,0.001476144351809881,0.188805755672234,0.0007140757875342716,318,0.1770172252853286,0.188805755672234
demeaned,arbequina,prev_fruit_dev,sum_precip,90,0.1874337717566903,0.07689206138550621,0.18880059854083878,0.07472520402445587,90,0.1874337717566903,0.18880059854083878
demeaned_nodana,all_olive,winter_recharge,sum_precip,284,0.10271157718091281,0.08401246183802963,0.1883066004378069,0.002909388203238108,248,0.10271157718091281,0.1883066004378069
raw,all_olive,prev_fruit_dev,ratio_p_et0,320,0.18688548219207454,0.0007803448118801721,0.18822614740829804,0.0007420875669182422,318,0.18688548219207454,0.18822614740829804
demeaned_nodana,arbequina,fruit_dev,sum_et0,80,-0.3358352286109388,0.0023229243732044197,-0.18586843202457426,0.12342769929706798,70,0.3358352286109388,0.18586843202457426
demeaned_nodana,arbequina,bloom_to_set,sum_cwb,80,-0.2990311707653394,0.007050007367201485,-0.18561545764326245,0.12394829273135662,70,0.2990311707653394,0.18561545764326245
demeaned_nodana,all_olive,bloom,sum_et0,284,-0.06691899108358408,0.2610021798140867,-0.18515154326202457,0.003429287461303424,248,0.06691899108358408,0.18515154326202457
demeaned,min500ha,set_to_dev,mean_vpd,180,-0.20091923434357295,0.0068413440596906665,-0.1843059663134782,0.01888381973791834,162,0.20091923434357295,0.1843059663134782
demeaned,all_olive,summer,mean_vpd,354,-0.17854981543746506,0.0007390420861348088,-0.18382766523419852,0.0009901278668706084,318,0.17854981543746506,0.18382766523419852
demeaned,arbequina,bloom,days_vpd_gt2,100,0.044407423202398634,0.660873385130003,-0.18372135237261553,0.0830321716437007,90,0.044407423202398634,0.18372135237261553
raw,all_olive,prev_fruit_dev,sum_cwb,320,0.1918597866578163,0.0005589823420360736,0.18355051465551595,0.0010080669335131955,318,0.1918597866578163,0.18355051465551595
raw,all_olive,maturation,sum_cwb,354,-0.10913351079797558,0.04014966729403421,-0.1830257829357515,0.0010428537554997305,318,0.10913351079797558,0.1830257829357515
demeaned_nodana,arbequina,pre_bloom,mean_vpd,80,-0.04184619215939278,0.7124597748649883,-0.1823560262134652,0.13080657437141863,70,0.04184619215939278,0.1823560262134652
demeaned,all_olive,set_to_dev,sum_precip,354,-0.12797527029316227,0.015985845491744432,-0.1821860567726102,0.0011008299130360155,318,0.12797527029316227,0.1821860567726102
demeaned_nodana,all_olive,spring,sum_precip,284,-0.19423068910581576,0.0010012101099850152,-0.18217280240744557,0.003995812420692093,248,0.19423068910581576,0.18217280240744557
demeaned,min500ha,calendar_year,mean_vpd,180,-0.08398261188252745,0.2623403774167964,-0.1815151647895701,0.020796536774870224,162,0.08398261188252745,0.1815151647895701
demeaned_nodana,min500ha,bloom_to_set,sum_et0,144,-0.023083320395731112,0.7836064541048972,-0.18113273152695364,0.042380072828903326,126,0.023083320395731112,0.18113273152695364
demeaned_nodana,all_olive,prev_summer,sum_et0,250,-0.15610868004484313,0.013470055825146994,-0.1809930509334055,0.004242613570133274,248,0.15610868004484313,0.1809930509334055
raw,all_olive,summer,sum_et0,354,-0.21344923342917058,5.153097819017895e-05,-0.18086456427166409,0.0011981010551204293,318,0.21344923342917058,0.18086456427166409
raw,all_olive,maturation,sum_precip,354,-0.1001447902248127,0.05979757473902313,-0.18082071171742062,0.0012014604057221624,318,0.1001447902248127,0.18082071171742062
raw,arbequina,fruit_set,ratio_p_et0,100,-0.236529315752524,0.017822779120479477,-0.18071482777488151,0.08828567619832148,90,0.236529315752524,0.18071482777488151
raw,all_olive,bloom,days_vpd_gt2,354,-0.24462479890278435,3.204502038025576e-06,-0.18059098366598975,0.0012192008044714857,318,0.24462479890278435,0.18059098366598975
demeaned_nodana,all_olive,maturation,ratio_p_et0,284,0.14883417991199685,0.012034276073483424,0.17967342309508658,0.004534889968515681,248,0.14883417991199685,0.17967342309508658
raw,arbequina,fruit_dev,ratio_p_et0,100,0.09440517531525809,0.350163913548139,-0.17944758144283796,0.09057744596818865,90,0.09440517531525809,0.17944758144283796
demeaned_nodana,all_olive,calendar_year,ratio_p_et0,284,0.14384299034592668,0.015265281618833957,0.17886441696066913,0.004722914475749152,248,0.14384299034592668,0.17886441696066913
demeaned_nodana,min500ha,pre_bloom,sum_cwb,144,0.03147260360929932,0.7080528317777153,0.17865802822374052,0.0453300514159692,126,0.03147260360929932,0.17865802822374052
demeaned_nodana,min500ha,maturation,sum_precip,144,0.1253009492844377,0.1345466245401777,0.1782712710949922,0.04580618233245439,126,0.1253009492844377,0.1782712710949922
demeaned,all_olive,pre_bloom,mean_vpd,354,-0.10473168005570618,0.048957300203908614,-0.1782640745536671,0.0014129613857446323,318,0.10473168005570618,0.1782640745536671
demeaned,arbequina,fruit_set,mean_tmax,100,-0.11182039046478891,0.26802457921887535,-0.1776776047883398,0.09385681735256111,90,0.11182039046478891,0.1776776047883398
demeaned,all_olive,fruit_dev,sum_et0,354,-0.18795860948003035,0.0003770404036068219,-0.17741356886885315,0.0014905647657323955,318,0.18795860948003035,0.17741356886885315
demeaned_nodana,min500ha,bloom_to_set,mean_vpd,144,-0.045683728580641306,0.5866404279536285,-0.1771045120681805,0.047267841544057616,126,0.045683728580641306,0.1771045120681805
demeaned,all_olive,bloom_to_set,mean_vpd,354,-0.10283303309571039,0.05322678568102208,-0.176846349512883,0.0015444720516720918,318,0.10283303309571039,0.176846349512883
demeaned_nodana,all_olive,calendar_year,sum_cwb,284,0.13333832246837038,0.024627851108119873,0.17675208762628564,0.005247345574576339,248,0.13333832246837038,0.17675208762628564
demeaned,min500ha,fruit_set,sum_precip,180,-0.140311667947392,0.060289795022235096,-0.17615311984386417,0.024944244204860955,162,0.140311667947392,0.17615311984386417
raw,min500ha,bloom_to_set,ratio_p_et0,180,-0.16807375789392612,0.024114215007425926,-0.17440126779463241,0.02644486631418408,162,0.16807375789392612,0.17440126779463241
raw,arbequina,bloom_to_set,days_tmax_gt35,100,-0.20801414776892255,0.03782337716088047,-0.17423883928848338,0.10049501953361949,90,0.20801414776892255,0.17423883928848338
raw,arbequina,fruit_set,days_tmax_gt35,100,-0.20801414776892255,0.03782337716088047,-0.17423883928848338,0.10049501953361949,90,0.20801414776892255,0.17423883928848338
demeaned_nodana,min500ha,fruit_set,ratio_p_et0,144,-0.10503344819267085,0.210247532187495,-0.17376666500252266,0.05166469332060284,126,0.10503344819267085,0.17376666500252266
demeaned,all_olive,prev_summer,mean_vpd,320,-0.15335519226474753,0.005980584507744045,-0.17291391564551942,0.00197013641602619,318,0.15335519226474753,0.17291391564551942
demeaned,min500ha,calendar_year,days_vpd_gt2,180,-0.14087425242326412,0.05925766439432277,-0.17267696319376008,0.027996678476778628,162,0.14087425242326412,0.17267696319376008
demeaned,all_olive,agro_year,sum_precip,354,0.10495812987714541,0.04846773924549369,0.17266734704462255,0.00200010196537917,318,0.10495812987714541,0.17266734704462255
raw,min500ha,bloom,ratio_p_et0,180,-0.13245333070543383,0.07631399308338781,-0.17206456240991783,0.028566219310777363,162,0.13245333070543383,0.17206456240991783
demeaned_nodana,all_olive,agro_year,sum_precip,284,0.10745296773993097,0.07059381255470276,0.17135845660050256,0.006831283896447061,248,0.10745296773993097,0.17135845660050256
demeaned_nodana,arbequina,fruit_set,mean_vpd,80,-0.10463807694542164,0.35563178019774166,-0.17134765773147312,0.15610383765378857,70,0.10463807694542164,0.17134765773147312
demeaned_nodana,arbequina,prev_fruit_dev,sum_et0,70,0.18937154007396564,0.11638914052916599,0.17130052415437363,0.1562194401855511,70,0.18937154007396564,0.17130052415437363
demeaned,min500ha,agro_year,sum_cwb,180,0.06680149293464233,0.37293562086543464,0.17113578278231178,0.029448848631249427,162,0.06680149293464233,0.17113578278231178
demeaned,min500ha,summer,sum_et0,180,-0.1592615849658401,0.032721694232696,-0.17095900108561943,0.02961945247604318,162,0.1592615849658401,0.17095900108561943
demeaned,all_olive,set_to_dev,sum_et0,354,-0.18235655415588575,0.0005650957534599103,-0.1705559464303201,0.002274262504917255,318,0.18235655415588575,0.1705559464303201
demeaned,all_olive,spring,days_vpd_gt2,354,-0.08413063145618913,0.11408113583962931,-0.17036477080345397,0.002300705425074977,318,0.08413063145618913,0.17036477080345397
raw,arbequina,pre_bloom,sum_cwb,100,-0.21685866462533074,0.030220993770170946,-0.17000956554317814,0.10915720671342521,90,0.21685866462533074,0.17000956554317814
demeaned_nodana,arbequina,bloom_to_set,sum_et0,80,0.07364193586187533,0.5162160343343779,-0.16985478176711497,0.15979626689636103,70,0.07364193586187533,0.16985478176711497
demeaned,all_olive,calendar_year,days_vpd_gt2,354,-0.15142918055623322,0.004296495115797158,-0.1695929464623296,0.002410336284482718,318,0.15142918055623322,0.1695929464623296
raw,all_olive,set_to_dev,sum_et0,354,-0.19385032567313856,0.0002432756599711611,-0.16936723703170187,0.0024432839314724513,318,0.19385032567313856,0.16936723703170187
demeaned,arbequina,bloom_to_set,mean_tmax,100,0.058544515292238794,0.5628717546789609,-0.16901938247220935,0.11126673437101021,90,0.058544515292238794,0.16901938247220935
raw,min500ha,bloom,sum_cwb,180,-0.11253317920319565,0.13256736924733262,-0.16881787760054154,0.03175350091569281,162,0.11253317920319565,0.16881787760054154
raw,all_olive,bloom_to_set,sum_et0,354,-0.16837074745289618,0.0014758026761677251,-0.1684583035138207,0.002580157448017468,318,0.16837074745289618,0.1684583035138207
demeaned_nodana,all_olive,bloom,mean_vpd,284,-0.06660046696577901,0.26328374951174766,-0.16843283131230757,0.0078582675885204,248,0.06660046696577901,0.16843283131230757
raw,all_olive,prev_summer,sum_et0,320,-0.21593013222125798,9.87713362314907e-05,-0.1682931588392727,0.002605762518237911,318,0.21593013222125798,0.1682931588392727
raw,all_olive,fruit_set,mean_tmax,354,-0.12477874059245816,0.018845133815313057,-0.16767604326578428,0.0027035033498793355,318,0.12477874059245816,0.16767604326578428
raw,min500ha,fruit_dev,sum_cwb,180,-0.016743716408458863,0.8234645603433175,-0.16740556965855632,0.03323149662617723,162,0.016743716408458863,0.16740556965855632
demeaned,arbequina,bloom_to_set,sum_cwb,100,-0.27896757847360765,0.004944484135629869,-0.16716001377399514,0.1153133044521677,90,0.27896757847360765,0.16716001377399514
demeaned,all_olive,fruit_dev,sum_precip,354,-0.10591730722098863,0.0464392636454213,-0.16684714074820264,0.0028400345104781584,318,0.10591730722098863,0.16684714074820264
demeaned,min500ha,fruit_dev,mean_vpd,180,-0.1882010769028267,0.011404909654896617,-0.16666038736553038,0.03403456703533607,162,0.1882010769028267,0.16666038736553038
raw,min500ha,set_to_dev,sum_et0,180,-0.24633708272158275,0.000857750049813832,-0.1666431916054558,0.0340532909127778,162,0.24633708272158275,0.1666431916054558
demeaned_nodana,all_olive,bloom,mean_tmax,284,-0.06733095391075881,0.2580715365931165,-0.16631327591224734,0.008685958799187368,248,0.06733095391075881,0.16631327591224734
raw,arbequina,prev_fruit_dev,sum_precip,90,0.1822236368905211,0.0856172326375951,0.16629452216683738,0.11723525610904334,90,0.1822236368905211,0.16629452216683738
demeaned,min500ha,agro_year,days_vpd_gt2,180,-0.13291281835113172,0.07529069099828137,-0.16593945005503205,0.03482708893803714,162,0.13291281835113172,0.16593945005503205
raw,min500ha,prev_fruit_dev,days_vpd_gt2,162,-0.23537702037917788,0.0025685999008693635,-0.16592025431968113,0.034848402262815756,162,0.23537702037917788,0.16592025431968113
raw,all_olive,maturation,ratio_p_et0,354,-0.11779581187515306,0.02667799009453307,-0.16583380151906177,0.0030154428431458024,318,0.11779581187515306,0.16583380151906177
demeaned,arbequina,summer,mean_vpd,100,-0.18834451213030065,0.06057326550446876,-0.16580902636006337,0.11832413939796513,90,0.18834451213030065,0.16580902636006337
demeaned_nodana,arbequina,fruit_dev,sum_precip,80,0.14086275687643554,0.21265040555874545,-0.16518197938912932,0.1717709657682964,70,0.14086275687643554,0.16518197938912932
